Message,Extracted URL,Message Len,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",,162,,,,,
Wait.,,5,,,,,
K:),,3,,,,,
Why?,,4,,,,,
I'm in office,,13,,,,,
Capgemini interview download app  <URL>  send to  <EMAIL>,,57,,,,,
Dai what this da.. Can i send my resume to this id.,,51,,,,,
Hi,,2,,,,,
"Walk-In Interview for HCL BPO Spot Offer Salary 2 Lac on  <#> th Jan bet  <#> to3 @ Pay4Pay No  <#> , Nainappa Naicken St Park Town Ch-3 Near Central Station Ct- <#>",,165,,,,,
K k:),,5,,,,,
Tension ah?what machi?any problem?,,34,,,,,
K k:)why?,,9,,,,,
Are you going to wipro interview today?,,39,,,,,
K:)k:),,6,,,,,
Www.utorrent.com..,,18,,,,,
K..k:),,6,,,,,
Yes .saturday leave.,,20,,,,,
No..few hours before.went to hair cut .,,39,,,,,
Hmmm k,,6,,,,,
What doing?,,11,,,,,
I was slept that time.you there?,,32,,,,,
When will you return?,,21,,,,,
K.how was job going?,,20,,,,,
Hmmm.but you should give it on one day..,,40,,,,,
Apo when and where?,,19,,,,,
Ladies first and genus second k .,,33,,,,,
K...k...when will you give treat?,,33,,,,,
How much?,,9,,,,,
Oh k :)why you got job then whats up?,,37,,,,,
For what?,,9,,,,,
S:-):),,6,,,,,
What doing?,,11,,,,,
How are you da:),,16,,,,,
Hi.,,3,,,,,
Hi.,,3,,,,,
Hi.,,3,,,,,
"SsK Jobs: Wipro is going to conduct off campus for  <#>  &  <#>  pass outs @Chennai on  <#> , <#>  jan  <#> . Eligibility criteria is  <#> % in BE/B.Tech/MCA  <#> % in  <#>  &  <#>  Venue: Aarupadai Veedu Institute of technology, vinayaka nagar, o.m.r road, paiyanoor, kancheepuram dt,chennai  <#>  Time: 8 Am on both days",,322,,,,,
K k.,,4,,,,,
Don know:),,10,,,,,
"Wipro is going to conduct off campus for  <#>  &  <#>  pass outs @Chennai on  <#> , <#>  jan  <#> . Eligibility criteria is  <#> % in BE/B.Tech/MCA  <#> % in  <#>  &  <#>  Venue: Aarupadai Veedu Institute of technology, vinayaka nagar, o.m.r road, paiyanoor, kancheepuram dt,chennai  <#>  Time: 8 Am on both days",,312,,,,,
Visual cert exam suite software.,,32,,,,,
Visual cert exam suite software.,,32,,,,,
Are you planning to come chennai?,,33,,,,,
Summa only da.,,14,,,,,
K.great da:),,12,,,,,
Rush in temple ah?,,18,,,,,
On the way to office da..,,25,,,,,
.Oh k k..,,9,,,,,
K..k.,,5,,,,,
K..k..any special today?,,24,,,,,
Oh.which temple?,,16,,,,,
What doing?,,11,,,,,
Hi.,,3,,,,,
Oh.no class?,,12,,,,,
What doing,,10,,,,,
Hi.,,3,,,,,
When are you coming?,,20,,,,,
I'm going for bath will msg you next  <#>  min..,,48,,,,,
Hi.:)technical support.providing assistance to us customer through call and email:),,83,,,,,
S,,1,,,,,
From eve 5,,10,,,,,
From 5 to 2 only my work timing.,,32,,,,,
No no,,5,,,,,
Watching tv.,,12,,,,,
Hi.,,3,,,,,
Are you going to write ccna exam this week??,,44,,,,,
Hi there?,,9,,,,,
Is there any training tomorrow?,,31,,,,,
k.its all fate..,,16,,,,,
Oh all have to come ah?,,23,,,,,
Don no da:)whats you plan?,,26,,,,,
Hi.,,3,,,,,
In work now. Going have in few min.,,35,,,,,
Don no da:)whats you plan?,,26,,,,,
Yes,,3,,,,,
Don know:)this week i'm going to tirunelvai da.,,47,,,,,
Hi.,,3,,,,,
Hi msg me:)i'm in office..,,26,,,,,
Hi .,,4,,,,,
Hi.,,3,,,,,
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,,203,,,,,
Hi.there?,,9,,,,,
Can i call?,,11,,,,,
I need one help da:),,20,,,,,
.Please charge my mobile when you get up in morning.,,52,,,,,
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,,161,,,,,
There?,,6,,,,,
India register their another thrilling finish to lead the series  <#>  in south african soil this year under dhoni head..,,121,,,,,
Yes.. now only saw your message..,,33,,,,,
"Attend JOB FAIR @CMS InfoSystems, Gandipuram on  <#> -JAN.Desktop Engg @ CMS FEG& Netsoft. <#>  <DATE>  pass. web: cms.com & nscpl.net Regn:  <#>  /  <#>",,153,,,,,
"SMSCASTLE Funny Quote: Edison made many mistakes & found a BULB. But today if we make a single mistake,we are called a BULB.... CRAZY WORLD! B-)",,144,,,,,
This is my number by vivek..,,28,,,,,
Update your face book status frequently :),,42,,,,,
S s:),,5,,,,,
S s,,3,,,,,
What doing.,,11,,,,,
Hi.,,3,,,,,
Did you joined today?,,21,,,,,
K..k...from tomorrow onwards started ah?,,40,,,,,
K.:)k:)thanks.,,14,,,,,
Then ?,,6,,,,,
Remember on that day..,,22,,,,,
K.k.this month kotees birthday know?,,36,,,,,
K.k..how is your sister kids?,,29,,,,,
K.thats good..,,14,,,,,
Which plan?,,11,,,,,
K..k:)how much does it cost?,,28,,,,,
Nice.nice.how is it working?,,28,,,,,
Nice.nice.how is it working?,,28,,,,,
K.then any other special?,,25,,,,,
K.k:)apo k.good movie.,,22,,,,,
Oh:)as usual vijay film or its different?,,41,,,,,
You.,,4,,,,,
Yes:)sura in sun tv.:)lol.,,26,,,,,
Really good:)dhanush rocks once again:),,39,,,,,
There?,,6,,,,,
Just normal only here :),,24,,,,,
Having dinner now,,17,,,,,
Hi,,2,,,,,
Hi,,2,,,,,
PI,,2,,,,,
K.bye,,5,,,,,
K.k:)advance happy pongal.,,26,,,,,
K.k:)when are you going?,,24,,,,,
Only saturday and sunday holiday so its very difficult:),,56,,,,,
Only 2 days leave:),,19,,,,,
I'm not coming.,,15,,,,,
At 3 da..,,9,,,,,
Tell me.,,8,,,,,
I'm in office.,,14,,,,,
Hi.,,3,,,,,
I am in office:)whats the matter..msg me now.i will call you at break:).,,72,,,,,
Ya ya..Super msg da,,19,,,,,
Apo sakthi topper ah?,,21,,,,,
Hi:)did you asked to waheeda fathima about leave?,,49,,,,,
"SMSCASTLE Truth of Today's Human Life:-): ""The human lose their health to make money"" & ""Then lose their money to Restore health""",,129,,,,,
K,,1,,,,,
Hi,,2,,,,,
K..,,3,,,,,
K.k.how is your business now?,,29,,,,,
Why?,,4,,,,,
Hi.,,3,,,,,
Took dress ah?,,14,,,,,
2 days only leave.,,18,,,,,
Not coming.,,11,,,,,
K.k.,,4,,,,,
Personal work na?,,17,,,,,
What your plan for pongal?,,26,,,,,
Hi.summa only.,,14,,,,,
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,,87,,,,,
Did you asked?,,14,,,,,
K.:)congrates.,,14,,,,,
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,,100,,,,,
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),,155,,,,,
Is there coming friday is leave for pongal?do you get any news from your work place.,,84,,,,,
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,,83,,,,,
Is there coming friday is leave for pongal?do you get any news from your work place.,,84,,,,,
K.congrates...,,14,,,,,
K,,1,,,,,
PI,,2,,,,,
You too.bye:),,13,,,,,
S :-),,5,,,,,
S s,,3,,,,,
Ya,,2,,,,,
I think if he rule tamilnadu..then its very tough for our people.,,65,,,,,
Great comedy..cant stop laughing da:),,37,,,,,
K k:),,5,,,,,
Captain vijaykanth is doing comedy in captain tv..he is drunken :),,66,,,,,
I got it,,8,,,,,
T?,,2,,,,,
Msg me when rajini comes.,,25,,,,,
Actually i'm waiting for 2 weeks when they start putting ad.,,60,,,,,
Sorry d <#> :)it start at  <DECIMAL>  only :),,45,,,,,
K:)i'm waiting for d <#> :)rajinikanth and balachandar conversation.,,68,,,,,
What you doing?,,15,,,,,
What you doing?,,15,,,,,
I have to take exam with in march 3,,35,,,,,
I have to take exam with march 3,,32,,,,,
Hi :)finally i completed the course:),,37,,,,,
K:),,3,,,,,
In class:),,10,,,,,
Hi.,,3,,,,,
K. K,,4,,,,,
Oh k.i think most of wi and nz players unsold.,,46,,,,,
Waste fellow,,12,,,,,
K k.,,4,,,,,
K,,1,,,,,
K.k.,,4,,,,,
I think chennai well settled?,,29,,,,,
K.k.,,4,,,,,
K,,1,,,,,
In center for class:),,21,,,,,
S,,1,,,,,
Hmmm s,,6,,,,,
S,,1,,,,,
Apo all other are mokka players only,,36,,,,,
Oh :-),,6,,,,,
Shah means?,,11,,,,,
Oh :-)only 4 outside players allowed to play know,,49,,,,,
Da is good good player.why he is unsold.,,40,,,,,
Trott is test player,,20,,,,,
Hmmm.hmmm:),,11,,,,,
Super da:)good replacement for murali,,37,,,,,
Oh ho:),,7,,,,,
Hmmm,,4,,,,,
K.,,2,,,,,
S :),,4,,,,,
We have all rounder:)so not required:),,38,,,,,
S.s:)i thinl role is like sachin.just standing. Others have to hit.,,67,,,,,
Oh k k:)but he is not a big hitter.anyway good,,46,,,,,
Hmmm.still we dont have opener?,,31,,,,,
Hmmm:)how many players selected?,,32,,,,,
K..k...,,7,,,,,
Really?,,7,,,,,
K...k..,,7,,,,,
I thick its fair pick.,,22,,,,,
K k:)shit,,9,,,,,
Any way around  <#>  odd lakhs.no problem.,,42,,,,,
Waste ..i think they bought for low price like saha:),,53,,,,,
Manuf sold ah?,,14,,,,,
Ss:),,4,,,,,
But he pick wickets:),,21,,,,,
S:)we want one good opener now,,30,,,,,
Siddle is good bowler da,,24,,,,,
Who is the 2nd spinner for csk.,,31,,,,,
Good good:),,11,,,,,
K.k.,,4,,,,,
Kemp to whom?,,13,,,,,
Good take:)lot of all rounder,,29,,,,,
K.,,2,,,,,
Oh.,,3,,,,,
Nitni will play today t <#>,,27,,,,,
Kemp unsold ah?,,15,,,,,
Hmmm..,,6,,,,,
Other bravo is good pick for chennai.,,37,,,,,
They all waste:),,16,,,,,
K.,,2,,,,,
Hmmm.ganguly?,,13,,,,,
K:)k.,,5,,,,,
He is good player:)he is plying t <#>  today.,,45,,,,,
Kaif waste.,,11,,,,,
Hmmm.,,5,,,,,
K:),,3,,,,,
K.:)what about morning session?,,31,,,,,
K.,,2,,,,,
K.k,,3,,,,,
Msg me the auction,,18,,,,,
SMSCASTLE Quote 4 students- 2 days before the exam-We refer foreign author 1 day before exam-We refer local author On the day of exam-We r the authors.,,151,,,,,
K:)now i'm in saidapet.,,23,,,,,
Class started?,,14,,,,,
I will call tonight:-)now i'm going to class:),,46,,,,,
From egmore come to broadway busstand through  <#>  series bus..from broadway get  <#> L bus and get down in guru nanak college..,,129,,,,,
Hi. Finished da,,15,,,,,
He play well..he played in camp league in david hussy team.big hitter.,,70,,,,,
S s,,3,,,,,
Anyway its nice ella,,20,,,,,
We got him,,10,,,,,
Paine may be for mumbai,,23,,,,,
<EMAIL>,,7,,,,,
"Hardeep Bhardwaj, Beside- c/o dulurani viswas, Shubha STD PCO, Gudyari road kota, Raipur-  <#>  Chattisgarh, India",,114,,,,,
Happy new year to u too. Kahan hai?,,35,,,,,
'Happy new year' hardeep,,24,,,,,
'Happy new year',,16,,,,,
A,,1,,,,,
Y,,1,,,,,
No,,2,,,,,
Hi jen,,6,,,,,
"O, i.'m not disturbed but frestratf",,35,,,,,
Okay let's say bye,,18,,,,,
So finally u don't f'give me,,28,,,,,
Han re,,6,,,,,
"To naraj kahe hoti hoti hai, jeb mughe tu to janti hai",,54,,,,,
Why don't u understand my life codition,,39,,,,,
"AB choti behen ko manana padega kya, mai tripti ke karan upset tha",,66,,,,,
Maderchnd kahan hai bhosdi ke kabhi yad ker liya kero,,53,,,,,
Havd u got angry now,,20,,,,,
Bhul gaye ho sale,,17,,,,,
Kahan laude,,11,,,,,
A,,1,,,,,
Test kaisa gaya,,15,,,,,
Kahan,,5,,,,,
So gaya,,7,,,,,
Cigg. Ke sath aa,,16,,,,,
"Ganit banathew, te kahan? Test dilaye.",,38,,,,,
Kahan hai,,9,,,,,
Hi,,2,,,,,
Abe chappal dek laude,,21,,,,,
Aa na laude,,11,,,,,
"Are aunti , uncle seb khole he , tai jaldi aa to.",,49,,,,,
"Moro b, pani giret me keti jabe beta.",,37,,,,,
"P beta tore maja ja, mai h khekhuwat haun.",,42,,,,,
"Lauda dherke thodi baithe hes re ,mausem baiman he.",,51,,,,,
Kahan hai? Raipur aa gayi?,,26,,,,,
Sale padai tor beba kerhi kel test he ka.,,41,,,,,
Kay kerethes,,12,,,,,
Kahan hai?,,10,,,,,
Gad mera.,,9,,,,,
"Maderchod mai to bana raha hun , aa to sahi.",,44,,,,,
Lund kat ke du laude.,,21,,,,,
Khana milega mader..,,20,,,,,
Cig lete ana,,12,,,,,
Khana paka raha,,15,,,,,
"Kahan hai mad.., r枚om to aa",,27,,,,,
<#> / <#>,,9,,,,,
Home,,4,,,,,
How do u do?,,12,,,,,
Ab tu kya ker rah矛?,,19,,,,,
Watching movie- 'kudret',,24,,,,,
"Hellow, how what u?",,19,,,,,
Ok,,2,,,,,
"Kya bataun, tu wahin hai",,24,,,,,
"Han re bes 4 kam to hai - khana , sona , nahana aur tv dekhna. Life is much enjoyfull at home.",,94,,,,,
Are yahan do time naha raha hun,,31,,,,,
"Nai abhi nahana hai, phir khaunga.",,34,,,,,
Aise hi .,,9,,,,,
Gher me hi.,,11,,,,,
"Kaun sa college, i'm at home.",,29,,,,,
"Nasta karunga, abhi nikelna hai.",,32,,,,,
Let me take bath.,,17,,,,,
Ni,,2,,,,,
Kya puchi thi?,,14,,,,,
?,,1,,,,,
"Nai re niklna hai , room saf ker raha tha.",,42,,,,,
Dopher tek gher pahuchunga.,,27,,,,,
Tripti ka 2nd sem me 4 sub. Me back leg gaya hai.,,49,,,,,
Room me.,,8,,,,,
Gn.,,3,,,,,
"Kya hai re, itte time se mughe mna rahi thi ab tughe manau kya.",,63,,,,,
F'get the matter. Aj coaching kyo nai gayi?,,43,,,,,
Rone met bheith jana.,,21,,,,,
Ab tughe nai bat kerni kya?,,27,,,,,
"Mai naraj nai, gussa hun. Tera tone mind se nai nikel raha tha.",,63,,,,,
"Mera najriya aur soch ladkiyon ke liye hemesa alag hota hai, ya to phir mai unke bare me sochta hi nai. so plz don't ever hurt me for girls. Don't repeat sorry.",,160,,,,,
Jabki Mere mind me kuch tha hi nai aur tu opossite soch leti hai.,,65,,,,,
So what it meant? Why don't u tell.,,35,,,,,
Kabhi kabhi Tu bhut rude ho jati hai. Bhut hurt hota hai. Tu waisa soch aur bol kaise deti hai.,,95,,,,,
"Aisa lagta hai meri kuch ahmiyat hi nai hai, kabhi tu akdem paraya bna deti hai",,79,,,,,
To kya metleb tha.,,18,,,,,
"Itti si bat kya, behave to aise kerti hai jaise tere doston ko hemesa ghurte rehta hun",,86,,,,,
Tere dosto ko bahut jo line marta hun,,37,,,,,
Bat met kr,,10,,,,,
Thik hai.,,9,,,,,
Mai abhi niklu?,,15,,,,,
Train kitne timeHAI,,19,,,,,
Tu kahan hai?,,13,,,,,
Gussa sant ho gaya?,,19,,,,,
Room,,4,,,,,
"Tere liye mai gher nai gaya, ab tu ..",,37,,,,,
Are majak tha aa raha hun,,25,,,,,
Tu bhi ja,,9,,,,,
Karunesh kahan,,14,,,,,
Nahaya nai mai,,14,,,,,
